EMPIRE_BM_TECH_1,帝国テクノロジーレベル 1 で入手可能な闇市場アイテムです。
TEXT_PLANET_TATOOINE_ENCYC_01,この惑星が支配されている間、 銀河系内のすべての T2-B タンクとアサルト・スピーダーには、 25% のアーマー・ボーナスが与えられる。
TEXT_PLANET_TATOOINE_INFO_ADV,警告: この惑星では、 スパイ活動を行うヒーローはハットにより妨害される。
TEXT_PLANET_TATOOINE_INFO_ADV_01,軽アーマーのアップグレード
TEXT_PLANET_TATOOINE_INFO_HIS,アウター・リムの荒涼とした砂漠の星タトゥイーンは、 タトゥ星系の二重恒星の周囲を回る惑星だ。 タトゥイーンの特徴は、 メサ、 キャニオン、 そしてどこまでも続く砂漠である。 入植者のほとんどは砂漠にある湿潤地で農業を営んでいるが、 その一方でモス・アイズリーなどの都市部には、 犯罪者やごろつきなどが大勢集まる。 あちこちに出没するタスケン・レイダーや肉食性のクレイト・ドラゴン、 そして突然発生する砂嵐など、 この星には数々の危険が潜む。 タトゥイーンは、 犯罪組織の親玉で強力な力を持つギャング、 ハットに牛耳じられ、 現在この砂漠の星は、 ギャンブルや密輸、 奴隷制の中心地となってしまった。 スパイ活動をする者は、 ハットの内情を探る危険を冒すよりも、 ハットのために働くほうがより金になると気づく場合が多い。
TEXT_PLANET_TATOOINE_INFO_HIS_01,タトゥイーンの特徴は、 メサ、 キャニオン、 そしてどこまでも続く砂漠である。 入植者のほとんどは砂漠にある湿潤地で農業を営んでいるが、 その一方でモス・アイズリーなどの都市部には、 犯罪者やごろつきなどが大勢集まる。 あちこちに出没するタスケン・レイダーや肉食性のクレイト・ドラゴン、 そして突然発生する砂嵐など、 この星には数々の危険が潜む。 タトゥイーンは、 犯罪組織の親玉で強力な力を持つギャング、 ハットに牛耳じられ、 現在この砂漠の星は、 ギャンブルや密輸、 奴隷制の中心地となってしまった。
TEXT_PLANET_TATOOINE_INFO_POP,人間、 ハット、 ジャワ、 タスケン・レイダー
TEXT_PLANET_TATOOINE_INFO_TAC,ハット組織が存在するため、 密輸業者とバウンティ・ハンターはこの惑星で仕事をすることができない。
TEXT_PLANET_TATOOINE_INFO_TER,砂漠、 メサ、 渓谷
TEXT_PLANET_TATOOINE_INFO_WEA,晴天、 砂嵐
TEXT_PLANET_TATOOINE_INFO_WL,デューバック、 バンサ、 ロント、 イオピー、 ランコア、 ウォンプ・ラット、 サーラック、 クレイト・ドラゴン
TEXT_PLANET_THEMAW_ENCYC,研究の進歩: ザ・モウを支配している間、 研究、 技術盗用、 およびブラックマーケットの価格が 15% 減少する。 帝国が TIE 幽霊部隊を生産することを可能にする。
TEXT_PLANET_THEMAW_INFO_ADV,研究の進歩
TEXT_PLANET_THEMAW_INFO_HIS,ケッセル近郊のブラックホール群であるザ・モウは、 銀河系の驚異の一つである。 それはブラックホールに引き寄せられるイオン化ガスによってのみ視認できる。 グランド・モフ・ターキンは、 ブラックホール群の中心にある重力島の場所に、 極秘の研究開発施設を建設した。 ザ・モウ施設として知られるこの施設は、 最初のデス・スターが建設された場所である。 ザ・モウが自然に発生したのか、 あるいは非常に強力な古代人種によって建設されたのかについての推測がなされている。
TEXT_PLANET_THEMAW_INFO_POP,なし
TEXT_PLANET_THEMAW_INFO_TAC,ザ・モウを支配している間、 研究、 技術盗用、 およびブラックマーケットの価格が 15% 減少する。 帝国が TIE 幽霊部隊を生産することを可能にする。
TEXT_PLANET_THEMAW_INFO_TER,ブラックホール
TEXT_PLANET_THEMAW_INFO_WEA,なし
TEXT_PLANET_THEMAW_INFO_WL,なし
TEXT_PLANET_THYFERRA_ENCYC,戦略的な自動回復 ( 歩兵 ) : タイフェラの豊富なバクタのおかげで、 歩兵は自動的に回復する。
TEXT_PLANET_THYFERRA_INFO_ADV,歩兵を治療
TEXT_PLANET_THYFERRA_INFO_HIS,インナー・リムのポリス星系に位置し、 カマキリに似たヴラティクスの故郷であるタイフェラは、 熱帯雨林に覆われた緑と白の惑星だ。 この星は地軸の傾きがほとんど無く、 耐え難いほどに湿気が多い。 空気のない無人の衛星が 2 つあり、 自身は黄色い星の周りを回っている。 ヴラティクスはすでに星系内の他の天体に入植していたが、 共和国との接触が、 今までにない新たな技術革新をもたらすことになった。 まもなくヴラティクスは、 成長したアラズィを化学物質のカヴァムと調合することによって、 バクタと呼ばれる液体の回復薬を発明したのである。 この新薬はかなりの収益性があったため、 ヴラティクスの強力な事業は多くの惑星へと拡大していった。 銀河系のバクタ産業の中心地となったタイフェラは、 優秀な医療設備と応急治療施設を有している。
TEXT_PLANET_THYFERRA_INFO_HIS_01,タイフェラは、 熱帯雨林に覆われた緑と白の惑星だ。 この星は地軸の傾きがほとんど無く、 耐え難いほどに湿気が多い。 ヴラティクスはすでに星系内の他の天体に入植していたが、 共和国との接触が、 今までにない新たな技術革新をもたらすことになった。 まもなくヴラティクスは、 バクタと呼ばれる液体の回復薬を発明したのである。 この新薬はかなりの収益性があったため、 ヴラティクスの強力な事業は多くの惑星へと拡大していった。
TEXT_PLANET_THYFERRA_INFO_POP,人間、 ヴラティクス
TEXT_PLANET_THYFERRA_INFO_TAC,タイフェラの豊富なバクタのおかげで、 歩兵は自動的に回復する。
TEXT_PLANET_THYFERRA_INFO_TER,ジャングル、 網状の洞窟、 山
TEXT_PLANET_THYFERRA_INFO_WEA,晴天、 雨、 ハリケーン
TEXT_PLANET_THYFERRA_INFO_WL,ナイティックス
TEXT_PLANET_TRANDOSHA_ENCYC,生産時間の短縮 ( バウンティ・ハンター ) : バウンティ・ハンター・ギルドがあるため、 バウンティ・ハンターを雇うのに必要な時間が短縮される。
TEXT_PLANET_TRANDOSHA_INFO_ADV,生産時間の短縮: バウンティ・ハンター
TEXT_PLANET_TRANDOSHA_INFO_HIS,ミッド・リムに位置するトランドーシャは、 ウーキーの故郷であるキャッシークと同じ惑星系に属する。 この星は、 これといった特徴の少ない砂漠の世界だ。 ホスコーとも呼ばれるこの惑星は好戦的な爬虫類種族、 トランドーシャンの故郷であり、 彼らの社会は厳しい階級制になっている。 トランドーシャンは奴隷商人およびバウンティ・ハンターとして、 銀河中にその名をとどろかせている。 奴隷商人は度々キャッシークを訪れ、 奴隷として売るウーキーを探し出す。 一方、 この星にあるバウンティ・ハンター・ギルドの会議室には、 トランドーシャの内外から多くのバウンティ・ハンターが集う。 仕事を得るための競争が激しいせいか、 トランドーシャンのバウンティ・ハンターのほうがより積極的に仕事をしたがる傾向にある。
TEXT_PLANET_TRANDOSHA_INFO_POP,トランドーシャン
TEXT_PLANET_TRANDOSHA_INFO_TAC,バウンティ・ハンター・ギルドがあるため、 バウンティ・ハンターを雇うのに必要な時間が短縮される。
TEXT_PLANET_TRANDOSHA_INFO_TER,砂漠
TEXT_PLANET_TRANDOSHA_INFO_WEA,晴天、 砂嵐
TEXT_PLANET_TRANDOSHA_INFO_WL,なし
TEXT_PLANET_TYNNA_ENCYC,生産時間の短縮 ( コルヴェット艦 ) : ティナンには造船所があるため、 コルヴェットの生産時間が短縮される。
TEXT_PLANET_TYNNA_INFO_ADV,生産時間の短縮: コルヴェット艦
TEXT_PLANET_TYNNA_INFO_HIS,拡張宙界に位置するティナは、 資源に恵まれた惑星で、 古くからの銀河社会のメンバーだ。 旧共和国のもと、 企業の事業の一環としてティナの資源開発が行われたが、 自然の美しさは手つかずのまま残された。 ティナは、 カワウソのような外見のティナンの故郷である。 毛皮に覆われたティナンは視力が弱く、 厚い皮下脂肪が惑星の冷たい水から体を守る。 ティナンの社会はすべてが国営であり、 住民はだれもが住居、 食糧、 教育その他の福利厚生を無料で利用できる。 ティナンの造船所は、 コルヴェット艦の建造が速いことで知られている。
TEXT_PLANET_TYNNA_INFO_POP,ティナン
TEXT_PLANET_TYNNA_INFO_TAC,ティナンには造船所があるため、 コルヴェット艦の生産時間が短縮される。
TEXT_PLANET_TYNNA_INFO_TER,森、 湖、 海
TEXT_PLANET_TYNNA_INFO_WEA,晴天、 雨
TEXT_PLANET_TYNNA_INFO_WL,スウリ
TEXT_PLANET_UNCORRUPTABLE,この宇宙領域は、 征服することによってのみ汚染することができる。
TEXT_PLANET_UTAPAU_ENCYC,高度なシールド ( ケルデベ級戦艦 ) : この惑星を支配している間、 ケルデベ級戦艦のシールド出力が25%増加する。 地上拠点は検知不能である。
TEXT_PLANET_UTAPAU_INFO_ADV,高度なシールド；基地の隠密性: 地上
TEXT_PLANET_UTAPAU_INFO_HIS,遠隔のタラバ・セクターに位置するウタパウは、 巨大な陥没穴がある惑星である。 これらの陥没穴の多くには、 惑星表面の洞窟や裂け目に深く延びる複雑な都市が含まれている。 ウタパウの表面の多孔質な性質のため、 そこでは水がほとんど見当たらない。 しかし、 陥没穴の底には豊富に存在し、 都市に容易な水供給をもたらしている。 住民は準人類であり、 驚くべき長寿のために 「 古代人 」 と呼ばれる背が高く、 威厳があり、 動きの遅いパウ人と、 その体格と短く忙しい生活の両方のために 「 ショート 」 と呼ばれる短いウタイという、 2つの異なる種に分かれている。 彼らのエネルギー経済は風力に基づいている。 この惑星の限定的な恒星間貿易は、 わずか数十年前に始まった。
TEXT_PLANET_UTAPAU_INFO_POP,パウ人、 ウタイ
TEXT_PLANET_UTAPAU_INFO_TAC,この惑星を支配している間、 ケルデベ級戦艦のシールド出力が 25% 増加する。 地上拠点は検知不能である。
TEXT_PLANET_UTAPAU_INFO_TER,砂漠
TEXT_PLANET_UTAPAU_INFO_WEA,砂嵐
TEXT_PLANET_UTAPAU_INFO_WL,ヴァラクティル
TEXT_PLANET_VERGESSO_ENCYC,基地ステルス ( 宇宙 ) : 小惑星帯が存在するため、 宇宙ステーションは探知できない。 制限: 地上での生産または駐留は不可能。
TEXT_PLANET_VERGESSO_ENCYC_01,この惑星が支配されている間、 X ウィング、 Y ウィング、 A ウィング、 Z-95 中隊には 25% のダメージ・ボーナスが与えられる。
TEXT_PLANET_VERGESSO_INFO_ADV,基地ステルス: 宇宙
TEXT_PLANET_VERGESSO_INFO_ADV_01,改良型兵器 ( ファイター )
TEXT_PLANET_VERGESSO_INFO_HIS,アウター・リムのバジック・セクターに属するライベヤ星系の小惑星帯。 そこにはヴァーゲッソ小惑星として知られるニッケルと鉄から成る小惑星があり、 テンロス・シンジケートはそこに秘密の造船所を持つ。 この小惑星の大きさは小さな月と同じくらいで、 その表面にはいくつものクレーターが点在する。 ヴァーゲッソを含むこの小惑星帯は、 銀河系の中でも比較的安全で、 航行しやすい場所である。 スキャナーではこの小惑星帯の内部を見抜くことは難しく、 テンロス・シンジケートはそれを利用して基地の秘密性を保っている。
